n,s,s_over_n,shape,config
7750,3803,0.490710,S3,1x3803 + 3947* (q=1973)
7751,1024,0.132112,S7f3,3x1024 + 4679* (q=2339)
7752,3863,0.498323,S3,1x3889 + 3863* (q=1931)
7753,7753,1.000000,S1,"AGL(1,7753)"
7754,3877,0.500000,S2,2x3877
7755,1487,0.191747,S7f4,4x1567 + 1487* (q=743)
7756,3677,0.474085,S3,1x3677 + 4079* (q=2039)
7757,7757,1.000000,S1,"AGL(1,7757)"
7758,3631,0.468033,S3,1x3631 + 4127* (q=2063)
7759,7759,1.000000,S1,"AGL(1,7759)"
7760,1907,0.245747,S7f3,3x1907 + 2039* (q=1019)
7761,2579,0.332303,S7f2,2x2591 + 2579* (q=1289)
7762,3881,0.500000,S2,2x3881
7763,1619,0.208553,S7f3,3x2048 + 1619* (q=809)
7764,3637,0.468444,S3,1x3637 + 4127* (q=2063)
7765,2579,0.332131,S7f2,2x2593 + 2579* (q=1289)
7766,1913,0.246330,S7f3,3x1913 + 2027* (q=1013)
7767,1327,0.170851,S7f4,4x1327 + 2459* (q=1229)
7768,3821,0.491890,S3,1x3821 + 3947* (q=1973)
7769,1097,0.141202,S7f6,6x1097 + 1187* (q=593)
7770,3863,0.497169,S3,1x3907 + 3863* (q=1931)
7771,1487,0.191352,S7f4,4x1487 + 1823* (q=911)
7772,1583,0.203680,S7f3,3x1583 + 3023* (q=1511)
7773,2591,0.333333,S2,3x2591
7774,3863,0.496913,S3,1x3911 + 3863* (q=1931)
7775,1459,0.187653,S7f4,4x1579 + 1459* (q=3)
7776,3769,0.484697,S3,1x3769 + 4007* (q=2003)
7777,2557,0.328790,S7f2,2x2557 + 2663* (q=11)
7778,3889,0.500000,S2,2x3889
7779,2593,0.333333,S2,3x2593
7780,3863,0.496530,S3,1x3917 + 3863* (q=1931)
7781,1069,0.137386,S7f6,6x1069 + 1367* (q=683)
7782,3863,0.496402,S3,1x3919 + 3863* (q=1931)
7783,1439,0.184890,S7f4,4x1439 + 2027* (q=1013)
7784,1907,0.244990,S7f3,3x1907 + 2063* (q=1031)
7785,2459,0.315864,S7f2,2x2663 + 2459* (q=1229)
7786,3863,0.496147,S3,1x3923 + 3863* (q=1931)
7787,599,0.076923,S2,13x599
7788,3709,0.476246,S3,1x3709 + 4079* (q=2039)
7789,7789,1.000000,S1,"AGL(1,7789)"
7790,1861,0.238896,S7f3,3x1861 + 2207* (q=1103)
7791,1543,0.198049,S7f4,4x1543 + 1619* (q=809)
7792,3863,0.495765,S3,1x3929 + 3863* (q=1931)
7793,7793,1.000000,S1,"AGL(1,7793)"
7794,3863,0.495638,S3,1x3931 + 3863* (q=1931)
7795,1559,0.200000,S2,5x1559
7796,1949,0.250000,S2,4x1949
7797,2579,0.330768,S7f2,2x2609 + 2579* (q=1289)
7798,3851,0.493845,S3,1x3851 + 3947* (q=1973)
7799,709,0.090909,S2,11x709
7800,3853,0.493974,S3,1x3853 + 3947* (q=1973)
7801,2459,0.315216,S7f2,2x2671 + 2459* (q=1229)
7802,1913,0.245194,S7f3,3x1913 + 2063* (q=1031)
7803,1487,0.190568,S7f4,4x1579 + 1487* (q=743)
7804,3803,0.487314,S3,1x4001 + 3803* (q=1901)
7805,1103,0.141320,S7f6,6x1103 + 1187* (q=593)
7806,3863,0.494876,S3,1x3943 + 3863* (q=1931)
7807,1523,0.195081,S7f4,4x1571 + 1523* (q=761)
7808,1867,0.239114,S7f3,3x1867 + 2207* (q=1103)
7809,2423,0.310283,S7f2,2x2423 + 2963* (q=1481)
7810,3863,0.494622,S3,1x3863 + 3947* (q=1973)
7811,577,0.073870,S7f12,12x577 + 887* (q=443)
7812,3733,0.477855,S3,1x3733 + 4079* (q=2039)
7813,2579,0.330091,S7f2,2x2617 + 2579* (q=1289)
7814,3907,0.500000,S2,2x3907
7815,1549,0.198209,S7f4,4x1549 + 1619* (q=809)
7816,3803,0.486566,S3,1x4013 + 3803* (q=1901)
7817,7817,1.000000,S1,"AGL(1,7817)"
7818,3739,0.478255,S3,1x3739 + 4079* (q=2039)
7819,1499,0.191712,S7f4,4x1499 + 1823* (q=911)
7820,1931,0.246931,S7f3,3x1931 + 2027* (q=1013)
7821,2579,0.329753,S7f2,2x2579 + 2663* (q=11)
7822,3911,0.500000,S2,2x3911
7823,7823,1.000000,S1,"AGL(1,7823)"
7824,3877,0.495527,S3,1x3877 + 3947* (q=1973)
7825,2503,0.319872,S7f2,2x2503 + 2819* (q=1409)
7826,2187,0.279453,S3,1x2187 + 5639* (q=2819)
7827,2609,0.333333,S2,3x2609
7828,3881,0.495784,S3,1x3881 + 3947* (q=1973)
7829,7829,1.000000,S1,"AGL(1,7829)"
7830,3863,0.493359,S3,1x3967 + 3863* (q=1931)
7831,1553,0.198314,S7f4,4x1553 + 1619* (q=809)
7832,1931,0.246553,S7f3,3x1931 + 2039* (q=1019)
7833,2477,0.316226,S7f2,2x2477 + 2879* (q=1439)
7834,3917,0.500000,S2,2x3917
7835,1567,0.200000,S2,5x1567
7836,3889,0.496299,S3,1x3889 + 3947* (q=1973)
7837,2467,0.314789,S7f2,2x2467 + 2903* (q=1451)
7838,3919,0.500000,S2,2x3919
7839,1523,0.194285,S7f4,4x1579 + 1523* (q=761)
7840,3833,0.488903,S3,1x3833 + 4007* (q=2003)
7841,7841,1.000000,S1,"AGL(1,7841)"
7842,3623,0.461999,S3,1x4219 + 3623* (q=1811)
7843,1451,0.185006,S7f4,4x1451 + 2039* (q=1019)
7844,1907,0.243116,S7f3,3x1979 + 1907* (q=953)
7845,2591,0.330274,S7f2,2x2591 + 2663* (q=11)
7846,3923,0.500000,S2,2x3923
7847,1459,0.185931,S7f4,4x1597 + 1459* (q=3)
7848,3769,0.480250,S3,1x3769 + 4079* (q=2039)
7849,2593,0.330361,S7f2,2x2593 + 2663* (q=11)
7850,1801,0.229427,S7f3,3x1801 + 2447* (q=1223)
7851,2617,0.333333,S2,3x2617
7852,3863,0.491977,S3,1x3989 + 3863* (q=1931)
7853,7853,1.000000,S1,"AGL(1,7853)"
7854,3907,0.497454,S3,1x3907 + 3947* (q=1973)
7855,2048,0.260726,S3,1x2048 + 5807* (q=2903)
7856,1931,0.245799,S7f3,3x1931 + 2063* (q=1031)
7857,2477,0.315260,S7f2,2x2477 + 2903* (q=1451)
7858,3929,0.500000,S2,2x3929
7859,1024,0.130296,S7f3,3x1024 + 4787* (q=2393)
7860,3853,0.490204,S3,1x3853 + 4007* (q=2003)
7861,2521,0.320697,S7f2,2x2521 + 2819* (q=1409)
7862,3931,0.500000,S2,2x3931
7863,2621,0.333333,S2,3x2621
7864,3917,0.498093,S3,1x3917 + 3947* (q=1973)
7865,1459,0.185505,S7f2,2x3203 + 1459* (q=3)
7866,3919,0.498220,S3,1x3919 + 3947* (q=1973)
7867,7867,1.000000,S1,"AGL(1,7867)"
7868,1907,0.242374,S7f3,3x1987 + 1907* (q=953)
7869,2447,0.310967,S7f2,2x2711 + 2447* (q=1223)
7870,3923,0.498475,S3,1x3923 + 3947* (q=1973)
7871,1024,0.130098,S7f3,3x1024 + 4799* (q=2399)
7872,3793,0.481834,S3,1x3793 + 4079* (q=2039)
7873,7873,1.000000,S1,"AGL(1,7873)"
7874,1949,0.247523,S7f3,3x1949 + 2027* (q=1013)
7875,3779,0.479873,S3,1x4096 + 3779* (q=1889)
7876,3929,0.498857,S3,1x3929 + 3947* (q=1973)
7877,7877,1.000000,S1,"AGL(1,7877)"
7878,3931,0.498985,S3,1x3931 + 3947* (q=1973)
7879,7879,1.000000,S1,"AGL(1,7879)"
7880,1951,0.247589,S7f3,3x1951 + 2027* (q=1013)
7881,2609,0.331049,S7f2,2x2609 + 2663* (q=11)
7882,3863,0.490104,S3,1x4019 + 3863* (q=1931)
7883,7883,1.000000,S1,"AGL(1,7883)"
7884,3877,0.491755,S3,1x3877 + 4007* (q=2003)
7885,2503,0.317438,S7f2,2x2503 + 2879* (q=1439)
7886,3943,0.500000,S2,2x3943
7887,1567,0.198681,S7f4,4x1567 + 1619* (q=809)
7888,3881,0.492013,S3,1x3881 + 4007* (q=2003)
7889,1117,0.141590,S7f6,6x1117 + 1187* (q=593)
7890,3943,0.499747,S3,1x3943 + 3947* (q=1973)
7891,1487,0.188443,S7f4,4x1601 + 1487* (q=743)
7892,1973,0.250000,S2,4x1973
7893,2579,0.326745,S7f2,2x2657 + 2579* (q=1289)
7894,3947,0.500000,S2,2x3947
7895,1579,0.200000,S2,5x1579
7896,3889,0.492528,S3,1x3889 + 4007* (q=2003)
7897,2617,0.331392,S7f2,2x2617 + 2663* (q=11)
7898,1933,0.244746,S7f3,3x1933 + 2099* (q=1049)
7899,3803,0.481453,S3,1x4096 + 3803* (q=1901)
7900,3821,0.483671,S3,1x3821 + 4079* (q=2039)
7901,7901,1.000000,S1,"AGL(1,7901)"
7902,3823,0.483802,S3,1x3823 + 4079* (q=2039)
7903,1571,0.198785,S7f4,4x1571 + 1619* (q=809)
7904,1907,0.241270,S7f3,3x1999 + 1907* (q=953)
7905,2621,0.331562,S7f2,2x2621 + 2663* (q=11)
7906,3779,0.477991,S3,1x3779 + 4127* (q=2063)
7907,7907,1.000000,S1,"AGL(1,7907)"
7908,3779,0.477871,S3,1x4129 + 3779* (q=1889)
7909,2503,0.316475,S7f2,2x2503 + 2903* (q=1451)
7910,1949,0.246397,S7f3,3x1949 + 2063* (q=1031)
7911,1523,0.192517,S7f4,4x1597 + 1523* (q=761)
7912,3863,0.488246,S3,1x4049 + 3863* (q=1931)
7913,1091,0.137874,S7f6,6x1091 + 1367* (q=683)
7914,3947,0.498736,S3,1x3967 + 3947* (q=1973)
7915,1583,0.200000,S2,5x1583
7916,1979,0.250000,S2,4x1979
7917,2549,0.321965,S7f2,2x2549 + 2819* (q=1409)
7918,3911,0.493938,S3,1x3911 + 4007* (q=2003)
7919,7919,1.000000,S1,"AGL(1,7919)"
7920,3863,0.487753,S3,1x4057 + 3863* (q=1931)
7921,7921,1.000000,S1,"AGL(1,7921)"
7922,1753,0.221283,S7f3,3x1753 + 2663* (q=11)
7923,1487,0.187681,S7f4,4x1609 + 1487* (q=743)
7924,3917,0.494321,S3,1x3917 + 4007* (q=2003)
7925,1123,0.141703,S7f6,6x1123 + 1187* (q=593)
7926,3919,0.494449,S3,1x3919 + 4007* (q=2003)
7927,7927,1.000000,S1,"AGL(1,7927)"
7928,1907,0.240540,S7f3,3x1907 + 2207* (q=1103)
7929,2633,0.332072,S7f2,2x2633 + 2663* (q=11)
7930,3923,0.494704,S3,1x3923 + 4007* (q=2003)
7931,809,0.102005,S7f8,8x809 + 1459* (q=3)
7932,3853,0.485754,S3,1x3853 + 4079* (q=2039)
7933,7933,1.000000,S1,"AGL(1,7933)"
7934,3967,0.500000,S2,2x3967
7935,1579,0.198992,S7f4,4x1579 + 1619* (q=809)
7936,3947,0.497354,S3,1x3989 + 3947* (q=1973)
7937,7937,1.000000,S1,"AGL(1,7937)"
7938,3931,0.495213,S3,1x3931 + 4007* (q=2003)
7939,1487,0.187303,S7f4,4x1613 + 1487* (q=743)
7940,1907,0.240176,S7f3,3x2011 + 1907* (q=953)
7941,2647,0.333333,S2,3x2647
7942,3863,0.486401,S3,1x3863 + 4079* (q=2039)
7943,1459,0.183684,S7f4,4x1621 + 1459* (q=3)
7944,2903,0.365433,S3,1x5041 + 2903* (q=1451)
7945,2579,0.324607,S7f2,2x2683 + 2579* (q=1289)
7946,1973,0.248301,S7f3,3x1973 + 2027* (q=1013)
7947,1531,0.192651,S7f4,4x1531 + 1823* (q=911)
7948,3947,0.496603,S3,1x4001 + 3947* (q=1973)
7949,7949,1.000000,S1,"AGL(1,7949)"
7950,3947,0.496478,S3,1x4003 + 3947* (q=1973)
7951,7951,1.000000,S1,"AGL(1,7951)"
7952,1951,0.245347,S7f3,3x1951 + 2099* (q=1049)
7953,2579,0.324280,S7f2,2x2687 + 2579* (q=1289)
7954,3947,0.496228,S3,1x3947 + 4007* (q=2003)
7955,593,0.074544,S7f12,12x593 + 839* (q=419)
7956,3877,0.487305,S3,1x3877 + 4079* (q=2039)
7957,2647,0.332663,S7f2,2x2647 + 2663* (q=11)
7958,1973,0.247927,S7f3,3x1973 + 2039* (q=1019)
7959,3863,0.485362,S3,1x4096 + 3863* (q=1931)
7960,3947,0.495854,S3,1x4013 + 3947* (q=1973)
7961,1459,0.183268,S7f2,2x3251 + 1459* (q=3)
7962,3863,0.485180,S3,1x4099 + 3863* (q=1931)
7963,7963,1.000000,S1,"AGL(1,7963)"
7964,1979,0.248493,S7f3,3x1979 + 2027* (q=1013)
7965,2579,0.323792,S7f2,2x2693 + 2579* (q=1289)
7966,3947,0.495481,S3,1x4019 + 3947* (q=1973)
7967,1823,0.228819,S7f3,3x2048 + 1823* (q=911)
7968,3947,0.495356,S3,1x4021 + 3947* (q=1973)
7969,2503,0.314092,S7f2,2x2503 + 2963* (q=1481)
7970,1697,0.212923,S7f3,3x1697 + 2879* (q=1439)
7971,2657,0.333333,S2,3x2657
7972,3833,0.480808,S3,1x3833 + 4139* (q=2069)
7973,1459,0.182993,S7f2,2x3257 + 1459* (q=3)
7974,3967,0.497492,S3,1x3967 + 4007* (q=2003)
7975,2048,0.256803,S3,1x2048 + 5927* (q=2963)
7976,1979,0.248119,S7f3,3x1979 + 2039* (q=1019)
7977,2659,0.333333,S2,3x2659
7978,3989,0.500000,S2,2x3989
7979,593,0.074320,S7f12,12x593 + 863* (q=431)
7980,3853,0.482832,S3,1x3853 + 4127* (q=2063)
7981,2659,0.333166,S7f2,2x2659 + 2663* (q=11)
7982,1973,0.247181,S7f3,3x1973 + 2063* (q=1031)
7983,1489,0.186521,S7f4,4x1489 + 2027* (q=1013)
7984,3701,0.463552,S3,1x3701 + 4283* (q=2141)
7985,1597,0.200000,S2,5x1597
7986,3907,0.489231,S3,1x3907 + 4079* (q=2039)
7987,2048,0.256417,S3,1x2048 + 5939* (q=2969)
7988,1997,0.250000,S2,4x1997
7989,2663,0.333333,S2,3x2663
7990,3911,0.489487,S3,1x3911 + 4079* (q=2039)
7991,1024,0.128144,S7f3,3x1024 + 4919* (q=2459)
7992,3863,0.483358,S3,1x4129 + 3863* (q=1931)
7993,7993,1.000000,S1,"AGL(1,7993)"
7994,2187,0.273580,S3,1x2187 + 5807* (q=2903)
7995,1543,0.192996,S7f4,4x1543 + 1823* (q=911)
7996,3989,0.498874,S3,1x3989 + 4007* (q=2003)
7997,2187,0.273478,S7f2,2x2187 + 3623* (q=1811)
7998,3947,0.493498,S3,1x4051 + 3947* (q=1973)
7999,1523,0.190399,S7f4,4x1523 + 1907* (q=953)
8000,1987,0.248375,S7f3,3x1987 + 2039* (q=1019)
8001,2591,0.323835,S7f2,2x2591 + 2819* (q=1409)
8002,4001,0.500000,S2,2x4001
8003,729,0.091091,S7f4,4x729 + 5087* (q=2543)
8004,3947,0.493128,S3,1x4057 + 3947* (q=1973)
8005,2663,0.332667,S7f2,2x2671 + 2663* (q=11)
8006,4003,0.500000,S2,2x4003
8007,1597,0.199450,S7f4,4x1597 + 1619* (q=809)
8008,4001,0.499625,S3,1x4001 + 4007* (q=2003)
8009,8009,1.000000,S1,"AGL(1,8009)"
8010,4003,0.499750,S3,1x4003 + 4007* (q=2003)
8011,8011,1.000000,S1,"AGL(1,8011)"
8012,2003,0.250000,S2,4x2003
8013,2671,0.333333,S2,3x2671
8014,4007,0.500000,S2,2x4007
8015,729,0.090954,S7f4,4x729 + 5099* (q=2549)
8016,3889,0.485155,S3,1x3889 + 4127* (q=2063)
8017,8017,1.000000,S1,"AGL(1,8017)"
8018,1997,0.249065,S7f3,3x1997 + 2027* (q=1013)
8019,1549,0.193166,S7f4,4x1549 + 1823* (q=911)
8020,4007,0.499626,S3,1x4013 + 4007* (q=2003)
8021,1123,0.140007,S7f6,6x1123 + 1283* (q=641)
8022,3943,0.491523,S3,1x3943 + 4079* (q=2039)
8023,1601,0.199551,S7f4,4x1601 + 1619* (q=809)
8024,1999,0.249128,S7f3,3x1999 + 2027* (q=1013)
8025,2531,0.315389,S7f2,2x2531 + 2963* (q=1481)
8026,4013,0.500000,S2,2x4013
8027,821,0.102280,S7f8,8x821 + 1459* (q=3)
8028,4007,0.499128,S3,1x4021 + 4007* (q=2003)
8029,2663,0.331673,S7f2,2x2683 + 2663* (q=11)
8030,1997,0.248692,S7f3,3x1997 + 2039* (q=1019)
8031,2677,0.333333,S2,3x2677
8032,3803,0.473481,S3,1x4229 + 3803* (q=1901)
8033,1091,0.135815,S7f6,6x1091 + 1487* (q=743)
8034,4007,0.498755,S3,1x4027 + 4007* (q=2003)
8035,1607,0.200000,S2,5x1607
8036,2003,0.249253,S7f3,3x2003 + 2027* (q=1013)
8037,2663,0.331343,S7f2,2x2687 + 2663* (q=11)
8038,4019,0.500000,S2,2x4019
8039,8039,1.000000,S1,"AGL(1,8039)"
8040,3947,0.490920,S3,1x4093 + 3947* (q=1973)
8041,2663,0.331178,S7f2,2x2689 + 2663* (q=11)
8042,4021,0.500000,S2,2x4021
8043,3947,0.490737,S3,1x4096 + 3947* (q=1973)
8044,3917,0.486947,S3,1x3917 + 4127* (q=2063)
8045,1609,0.200000,S2,5x1609
8046,3967,0.493040,S3,1x3967 + 4079* (q=2039)
8047,1607,0.199702,S7f4,4x1607 + 1619* (q=809)
8048,2003,0.248882,S7f3,3x2003 + 2039* (q=1019)
8049,2683,0.333333,S2,3x2683
8050,3923,0.487329,S3,1x3923 + 4127* (q=2063)
8051,1907,0.236865,S7f3,3x2048 + 1907* (q=953)
8052,3793,0.471063,S3,1x3793 + 4259* (q=2129)
8053,8053,1.000000,S1,"AGL(1,8053)"
8054,4027,0.500000,S2,2x4027
8055,1609,0.199752,S7f4,4x1609 + 1619* (q=809)
8056,4007,0.497393,S3,1x4049 + 4007* (q=2003)
8057,1459,0.181085,S7f2,2x3299 + 1459* (q=3)
8058,4007,0.497270,S3,1x4051 + 4007* (q=2003)
8059,8059,1.000000,S1,"AGL(1,8059)"
8060,2011,0.249504,S7f3,3x2011 + 2027* (q=1013)
8061,2687,0.333333,S2,3x2687
8062,3923,0.486604,S3,1x3923 + 4139* (q=2069)
8063,733,0.090909,S2,11x733
8064,4007,0.496900,S3,1x4057 + 4007* (q=2003)
8065,2593,0.321513,S7f2,2x2593 + 2879* (q=1439)
8066,2187,0.271138,S3,1x2187 + 5879* (q=2939)
8067,2689,0.333333,S2,3x2689
8068,3989,0.494422,S3,1x3989 + 4079* (q=2039)
8069,8069,1.000000,S1,"AGL(1,8069)"
8070,3943,0.488600,S3,1x3943 + 4127* (q=2063)
8071,1613,0.199851,S7f4,4x1613 + 1619* (q=809)
8072,2011,0.249133,S7f3,3x2011 + 2039* (q=1019)
8073,2477,0.306825,S7f2,2x2477 + 3119* (q=1559)
8074,3947,0.488853,S3,1x3947 + 4127* (q=2063)
8075,827,0.102415,S7f8,8x827 + 1459* (q=3)
8076,3947,0.488732,S3,1x4129 + 3947* (q=1973)
8077,2663,0.329702,S7f2,2x2707 + 2663* (q=11)
8078,2017,0.249691,S7f3,3x2017 + 2027* (q=1013)
8079,2693,0.333333,S2,3x2693
8080,4007,0.495916,S3,1x4073 + 4007* (q=2003)
8081,8081,1.000000,S1,"AGL(1,8081)"
8082,4003,0.495298,S3,1x4003 + 4079* (q=2039)
8083,1511,0.186936,S7f4,4x1511 + 2039* (q=1019)
8084,1879,0.232434,S7f3,3x1879 + 2447* (q=1223)
8085,2663,0.329375,S7f2,2x2711 + 2663* (q=11)
8086,4007,0.495548,S3,1x4007 + 4079* (q=2039)
8087,8087,1.000000,S1,"AGL(1,8087)"
8088,3541,0.437809,S3,1x3541 + 4547* (q=2273)
8089,8089,1.000000,S1,"AGL(1,8089)"
8090,2017,0.249320,S7f3,3x2017 + 2039* (q=1019)
8091,1567,0.193672,S7f4,4x1567 + 1823* (q=911)
8092,4013,0.495922,S3,1x4013 + 4079* (q=2039)
8093,8093,1.000000,S1,"AGL(1,8093)"
8094,3967,0.490116,S3,1x3967 + 4127* (q=2063)
8095,2048,0.252996,S3,1x2048 + 6047* (q=3023)
8096,2011,0.248394,S7f3,3x2011 + 2063* (q=1031)
8097,2699,0.333333,S2,3x2699
8098,4049,0.500000,S2,2x4049
8099,601,0.074207,S7f12,12x601 + 887* (q=443)
8100,4021,0.496420,S3,1x4021 + 4079* (q=2039)
8101,8101,1.000000,S1,"AGL(1,8101)"
8102,4051,0.500000,S2,2x4051
8103,4007,0.494508,S3,1x4096 + 4007* (q=2003)
8104,3947,0.487043,S3,1x4157 + 3947* (q=1973)
8105,1621,0.200000,S2,5x1621
8106,4027,0.496792,S3,1x4027 + 4079* (q=2039)
8107,1571,0.193783,S7f4,4x1571 + 1823* (q=911)
8108,2027,0.250000,S2,4x2027
8109,2543,0.313602,S7f2,2x2543 + 3023* (q=1511)
8110,3851,0.474846,S3,1x3851 + 4259* (q=2129)
8111,8111,1.000000,S1,"AGL(1,8111)"
8112,3853,0.474975,S3,1x3853 + 4259* (q=2129)
8113,2647,0.326266,S7f2,2x2647 + 2819* (q=1409)
8114,4057,0.500000,S2,2x4057
8115,1487,0.183241,S7f4,4x1657 + 1487* (q=743)
8116,3989,0.491498,S3,1x3989 + 4127* (q=2063)
8117,8117,1.000000,S1,"AGL(1,8117)"
8118,4007,0.493594,S3,1x4111 + 4007* (q=2003)
8119,1553,0.191280,S7f4,4x1553 + 1907* (q=953)
8120,2027,0.249631,S7f3,3x2027 + 2039* (q=1019)
8121,2707,0.333333,S2,3x2707
8122,3863,0.475622,S3,1x3863 + 4259* (q=2129)
8123,8123,1.000000,S1,"AGL(1,8123)"
8124,3947,0.485844,S3,1x4177 + 3947* (q=1973)
8125,2663,0.327754,S7f2,2x2731 + 2663* (q=11)
8126,2187,0.269136,S3,1x2187 + 5939* (q=2969)
8127,1619,0.199213,S7f4,4x1627 + 1619* (q=809)
8128,4049,0.498155,S3,1x4049 + 4079* (q=2039)
8129,1051,0.129290,S7f6,6x1051 + 1823* (q=911)
8130,4051,0.498278,S3,1x4051 + 4079* (q=2039)
8131,1523,0.187308,S7f4,4x1523 + 2039* (q=1019)
8132,2011,0.247295,S7f3,3x2011 + 2099* (q=1049)
8133,2711,0.333333,S2,3x2711
8134,4007,0.492624,S3,1x4007 + 4127* (q=2063)
8135,1627,0.200000,S2,5x1627
8136,4057,0.498648,S3,1x4057 + 4079* (q=2039)
8137,2659,0.326779,S7f2,2x2659 + 2819* (q=1409)
8138,1753,0.215409,S7f3,3x1753 + 2879* (q=1439)
8139,2713,0.333333,S2,3x2713
8140,4013,0.492998,S3,1x4013 + 4127* (q=2063)
8141,1163,0.142857,S2,7x1163
8142,4003,0.491648,S3,1x4003 + 4139* (q=2069)
8143,1559,0.191453,S7f4,4x1559 + 1907* (q=953)
8144,2027,0.248895,S7f3,3x2027 + 2063* (q=1031)
8145,2663,0.326949,S7f2,2x2663 + 2819* (q=1409)
8146,4073,0.500000,S2,2x4073
8147,8147,1.000000,S1,"AGL(1,8147)"
8148,4021,0.493495,S3,1x4021 + 4127* (q=2063)
8149,2593,0.318199,S7f2,2x2593 + 2963* (q=1481)
8150,2029,0.248957,S7f3,3x2029 + 2063* (q=1031)
8151,1531,0.187830,S7f4,4x1531 + 2027* (q=1013)
8152,4073,0.499632,S3,1x4073 + 4079* (q=2039)
8153,2187,0.268245,S7f2,2x2187 + 3779* (q=1889)
8154,4027,0.493868,S3,1x4027 + 4127* (q=2063)
8155,1583,0.194114,S7f4,4x1583 + 1823* (q=911)
8156,2039,0.250000,S2,4x2039
8157,2719,0.333333,S2,3x2719
8158,4079,0.500000,S2,2x4079
8159,1024,0.125506,S7f3,3x1024 + 5087* (q=2543)
8160,4021,0.492770,S3,1x4021 + 4139* (q=2069)
8161,8161,1.000000,S1,"AGL(1,8161)"
8162,1901,0.232909,S7f3,3x1901 + 2459* (q=1229)
8163,1531,0.187554,S7f4,4x1531 + 2039* (q=1019)
8164,4007,0.490813,S3,1x4157 + 4007* (q=2003)
8165,1163,0.142437,S7f6,6x1163 + 1187* (q=593)
8166,4027,0.493142,S3,1x4027 + 4139* (q=2069)
8167,8167,1.000000,S1,"AGL(1,8167)"
8168,1987,0.243266,S7f3,3x1987 + 2207* (q=1103)
8169,2663,0.325988,S7f2,2x2753 + 2663* (q=11)
8170,4079,0.499266,S3,1x4091 + 4079* (q=2039)
8171,8171,1.000000,S1,"AGL(1,8171)"
8172,4079,0.499143,S3,1x4093 + 4079* (q=2039)
8173,2677,0.327542,S7f2,2x2677 + 2819* (q=1409)
8174,1907,0.233301,S7f3,3x2089 + 1907* (q=953)
8175,4079,0.498960,S3,1x4096 + 4079* (q=2039)
8176,4049,0.495230,S3,1x4049 + 4127* (q=2063)
8177,2187,0.267458,S7f2,2x2187 + 3803* (q=1901)
8178,4079,0.498777,S3,1x4099 + 4079* (q=2039)
8179,8179,1.000000,S1,"AGL(1,8179)"
8180,2039,0.249267,S7f3,3x2039 + 2063* (q=1031)
8181,2609,0.318910,S7f2,2x2609 + 2963* (q=1481)
8182,4091,0.500000,S2,2x4091
8183,2039,0.249175,S7f3,3x2048 + 2039* (q=1019)
8184,4057,0.495723,S3,1x4057 + 4127* (q=2063)
8185,2683,0.327795,S7f2,2x2683 + 2819* (q=1409)
8186,4093,0.500000,S2,2x4093
8187,2729,0.333333,S2,3x2729
8188,4049,0.494504,S3,1x4049 + 4139* (q=2069)
8189,1151,0.140554,S7f6,6x1151 + 1283* (q=641)
8190,4079,0.498046,S3,1x4111 + 4079* (q=2039)
8191,8191,1.000000,S1,"AGL(1,8191)"
8192,8192,1.000000,S1,"AGL(1,8192)"
8193,2731,0.333333,S2,3x2731
8194,3911,0.477300,S3,1x3911 + 4283* (q=2141)
8195,613,0.074802,S7f12,12x613 + 839* (q=419)
8196,4057,0.494998,S3,1x4057 + 4139* (q=2069)
8197,2689,0.328047,S7f2,2x2689 + 2819* (q=1409)
8198,4099,0.500000,S2,2x4099
8199,1543,0.188194,S7f4,4x1543 + 2027* (q=1013)
8200,4073,0.496707,S3,1x4073 + 4127* (q=2063)
8201,1459,0.177905,S7f2,2x3371 + 1459* (q=3)
8202,3943,0.480736,S3,1x3943 + 4259* (q=2129)
8203,1499,0.182738,S7f4,4x1499 + 2207* (q=1103)
8204,1999,0.243662,S7f3,3x1999 + 2207* (q=1103)
8205,2693,0.328215,S7f2,2x2693 + 2819* (q=1409)
8206,4079,0.497075,S3,1x4079 + 4127* (q=2063)
8207,2048,0.249543,S7f3,3x2048 + 2063* (q=1031)
8208,4079,0.496954,S3,1x4129 + 4079* (q=2039)
8209,8209,1.000000,S1,"AGL(1,8209)"
8210,1877,0.228624,S7f3,3x1877 + 2579* (q=1289)
8211,1597,0.194495,S7f4,4x1597 + 1823* (q=911)
8212,4079,0.496712,S3,1x4133 + 4079* (q=2039)
8213,1171,0.142579,S7f6,6x1171 + 1187* (q=593)
8214,3931,0.478573,S3,1x3931 + 4283* (q=2141)
8215,1439,0.175167,S7f4,4x1439 + 2459* (q=1229)
8216,2039,0.248174,S7f3,3x2039 + 2099* (q=1049)
8217,2699,0.328465,S7f2,2x2699 + 2819* (q=1409)
8218,4091,0.497810,S3,1x4091 + 4127* (q=2063)
8219,8219,1.000000,S1,"AGL(1,8219)"
8220,4093,0.497932,S3,1x4093 + 4127* (q=2063)
8221,8221,1.000000,S1,"AGL(1,8221)"
8222,4111,0.500000,S2,2x4111
8223,4096,0.498115,S3,1x4096 + 4127* (q=2063)
8224,4007,0.487232,S3,1x4217 + 4007* (q=2003)
8225,1153,0.140182,S7f6,6x1153 + 1307* (q=653)
8226,4099,0.498298,S3,1x4099 + 4127* (q=2063)
8227,1601,0.194603,S7f4,4x1601 + 1823* (q=911)
